"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2011-Q4","Q4-2011","PER","Persons","3","Thousands",,,1525.5,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2012-Q1","Q1-2012","PER","Persons","3","Thousands",,,1518.9,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2012-Q2","Q2-2012","PER","Persons","3","Thousands",,,1523.6,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2012-Q3","Q3-2012","PER","Persons","3","Thousands",,,1520.6,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2012-Q4","Q4-2012","PER","Persons","3","Thousands",,,1505.5,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2013-Q1","Q1-2013","PER","Persons","3","Thousands",,,1494.8,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2013-Q2","Q2-2013","PER","Persons","3","Thousands",,,1498.6,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2013-Q3","Q3-2013","PER","Persons","3","Thousands",,,1499.9,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2013-Q4","Q4-2013","PER","Persons","3","Thousands",,,1487.7,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2014-Q1","Q1-2014","PER","Persons","3","Thousands",,,1482.1,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2014-Q2","Q2-2014","PER","Persons","3","Thousands",,,1487.3,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2014-Q3","Q3-2014","PER","Persons","3","Thousands",,,1481.7,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2014-Q4","Q4-2014","PER","Persons","3","Thousands",,,1460.5,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2015-Q1","Q1-2015","PER","Persons","3","Thousands",,,1447.3,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2015-Q2","Q2-2015","PER","Persons","3","Thousands",,,1447,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2015-Q3","Q3-2015","PER","Persons","3","Thousands",,,1438,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2015-Q4","Q4-2015","PER","Persons","3","Thousands",,,1417.3,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2016-Q1","Q1-2016","PER","Persons","3","Thousands",,,1405.5,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2016-Q2","Q2-2016","PER","Persons","3","Thousands",,,1409.1,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2016-Q3","Q3-2016","PER","Persons","3","Thousands",,,1407.1,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2016-Q4","Q4-2016","PER","Persons","3","Thousands",,,1392.3,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2017-Q1","Q1-2017","PER","Persons","3","Thousands",,,1385.2,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2017-Q2","Q2-2017","PER","Persons","3","Thousands",,,1395.9,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2017-Q3","Q3-2017","PER","Persons","3","Thousands",,,1401.1,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2017-Q4","Q4-2017","PER","Persons","3","Thousands",,,1402.4,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2018-Q1","Q1-2018","PER","Persons","3","Thousands",,,1413.2,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2018-Q2","Q2-2018","PER","Persons","3","Thousands",,,1428.1,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2018-Q3","Q3-2018","PER","Persons","3","Thousands",,,1435.4,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2018-Q4","Q4-2018","PER","Persons","3","Thousands",,,1436.2,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2019-Q1","Q1-2019","PER","Persons","3","Thousands",,,1449.4,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2019-Q2","Q2-2019","PER","Persons","3","Thousands",,,1469.6,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2019-Q3","Q3-2019","PER","Persons","3","Thousands",,,1478.2,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2019-Q4","Q4-2019","PER","Persons","3","Thousands",,,1481.2,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2020-Q1","Q1-2020","PER","Persons","3","Thousands",,,1486,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2020-Q2","Q2-2020","PER","Persons","3","Thousands",,,1471.2,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2020-Q3","Q3-2020","PER","Persons","3","Thousands",,,1496.8,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1991-Q1","Q1-1991","PER","Persons","3","Thousands",,,2486,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1991-Q2","Q2-1991","PER","Persons","3","Thousands",,,2604,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1991-Q3","Q3-1991","PER","Persons","3","Thousands",,,2666,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1991-Q4","Q4-1991","PER","Persons","3","Thousands",,,2691,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1992-Q1","Q1-1992","PER","Persons","3","Thousands",,,2561,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1992-Q2","Q2-1992","PER","Persons","3","Thousands",,,2693,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1992-Q3","Q3-1992","PER","Persons","3","Thousands",,,2768,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1992-Q4","Q4-1992","PER","Persons","3","Thousands",,,2799,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1993-Q1","Q1-1993","PER","Persons","3","Thousands",,,2654,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1993-Q2","Q2-1993","PER","Persons","3","Thousands",,,2776,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1993-Q3","Q3-1993","PER","Persons","3","Thousands",,,2871,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1993-Q4","Q4-1993","PER","Persons","3","Thousands",,,2925,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1994-Q1","Q1-1994","PER","Persons","3","Thousands",,,2767,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1994-Q2","Q2-1994","PER","Persons","3","Thousands",,,2899,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1994-Q3","Q3-1994","PER","Persons","3","Thousands",,,3002,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1994-Q4","Q4-1994","PER","Persons","3","Thousands",,,3060,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1995-Q1","Q1-1995","PER","Persons","3","Thousands",,,2863,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1995-Q2","Q2-1995","PER","Persons","3","Thousands",,,2967,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1995-Q3","Q3-1995","PER","Persons","3","Thousands",,,3021,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1995-Q4","Q4-1995","PER","Persons","3","Thousands",,,3045,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1996-Q1","Q1-1996","PER","Persons","3","Thousands",,,2726,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1996-Q2","Q2-1996","PER","Persons","3","Thousands",,,2837,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1996-Q3","Q3-1996","PER","Persons","3","Thousands",,,2919,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1996-Q4","Q4-1996","PER","Persons","3","Thousands",,,2920,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1997-Q1","Q1-1997","PER","Persons","3","Thousands",,,2572,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1997-Q2","Q2-1997","PER","Persons","3","Thousands",,,2736,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1997-Q3","Q3-1997","PER","Persons","3","Thousands",,,2812,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1997-Q4","Q4-1997","PER","Persons","3","Thousands",,,2805,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1998-Q1","Q1-1998","PER","Persons","3","Thousands",,,2534,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1998-Q2","Q2-1998","PER","Persons","3","Thousands",,,2603,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1998-Q3","Q3-1998","PER","Persons","3","Thousands",,,2690,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1998-Q4","Q4-1998","PER","Persons","3","Thousands",,,2669,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1999-Q1","Q1-1999","PER","Persons","3","Thousands",,,2465,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1999-Q2","Q2-1999","PER","Persons","3","Thousands",,,2538,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1999-Q3","Q3-1999","PER","Persons","3","Thousands",,,2615,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1999-Q4","Q4-1999","PER","Persons","3","Thousands",,,2625,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2000-Q1","Q1-2000","PER","Persons","3","Thousands",,,2438,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2000-Q2","Q2-2000","PER","Persons","3","Thousands",,,2482,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2000-Q3","Q3-2000","PER","Persons","3","Thousands",,,2509,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2000-Q4","Q4-2000","PER","Persons","3","Thousands",,,2474,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2001-Q1","Q1-2001","PER","Persons","3","Thousands",,,2243,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2001-Q2","Q2-2001","PER","Persons","3","Thousands",,,2275,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2001-Q3","Q3-2001","PER","Persons","3","Thousands",,,2313,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2001-Q4","Q4-2001","PER","Persons","3","Thousands",,,2290,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2002-Q1","Q1-2002","PER","Persons","3","Thousands",,,2071,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2002-Q2","Q2-2002","PER","Persons","3","Thousands",,,2133,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2002-Q3","Q3-2002","PER","Persons","3","Thousands",,,2163,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2002-Q4","Q4-2002","PER","Persons","3","Thousands",,,2134,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2003-Q1","Q1-2003","PER","Persons","3","Thousands",,,1925,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2003-Q2","Q2-2003","PER","Persons","3","Thousands",,,2000,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2003-Q3","Q3-2003","PER","Persons","3","Thousands",,,2055,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2003-Q4","Q4-2003","PER","Persons","3","Thousands",,,2041,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2004-Q1","Q1-2004","PER","Persons","3","Thousands",,,1842,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2004-Q2","Q2-2004","PER","Persons","3","Thousands",,,1927,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2004-Q3","Q3-2004","PER","Persons","3","Thousands",,,1970,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2004-Q4","Q4-2004","PER","Persons","3","Thousands",,,1947,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2005-Q1","Q1-2005","PER","Persons","3","Thousands",,,1734,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2005-Q2","Q2-2005","PER","Persons","3","Thousands",,,1805,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2005-Q3","Q3-2005","PER","Persons","3","Thousands",,,1866,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2005-Q4","Q4-2005","PER","Persons","3","Thousands",,,1862,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2006-Q1","Q1-2006","PER","Persons","3","Thousands",,,1670,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2006-Q2","Q2-2006","PER","Persons","3","Thousands",,,1781,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2006-Q3","Q3-2006","PER","Persons","3","Thousands",,,1860,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2006-Q4","Q4-2006","PER","Persons","3","Thousands",,,1877,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2007-Q1","Q1-2007","PER","Persons","3","Thousands",,,1766,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2007-Q2","Q2-2007","PER","Persons","3","Thousands",,,1818,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2007-Q3","Q3-2007","PER","Persons","3","Thousands",,,1859,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2007-Q4","Q4-2007","PER","Persons","3","Thousands",,,1860,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2008-Q1","Q1-2008","PER","Persons","3","Thousands",,,1757,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2008-Q2","Q2-2008","PER","Persons","3","Thousands",,,1803,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2008-Q3","Q3-2008","PER","Persons","3","Thousands",,,1846,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2008-Q4","Q4-2008","PER","Persons","3","Thousands",,,1854,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2009-Q1","Q1-2009","PER","Persons","3","Thousands",,,1752,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2009-Q2","Q2-2009","PER","Persons","3","Thousands",,,1812,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2009-Q3","Q3-2009","PER","Persons","3","Thousands",,,1861,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2009-Q4","Q4-2009","PER","Persons","3","Thousands",,,1867,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2010-Q1","Q1-2010","PER","Persons","3","Thousands",,,1748,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2010-Q2","Q2-2010","PER","Persons","3","Thousands",,,1829,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2010-Q3","Q3-2010","PER","Persons","3","Thousands",,,1884,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2010-Q4","Q4-2010","PER","Persons","3","Thousands",,,1891,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2011-Q1","Q1-2011","PER","Persons","3","Thousands",,,1793,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2011-Q2","Q2-2011","PER","Persons","3","Thousands",,,1862,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2011-Q3","Q3-2011","PER","Persons","3","Thousands",,,1907,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2011-Q4","Q4-2011","PER","Persons","3","Thousands",,,1916,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2012-Q1","Q1-2012","PER","Persons","3","Thousands",,,1826,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2012-Q2","Q2-2012","PER","Persons","3","Thousands",,,1888,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2012-Q3","Q3-2012","PER","Persons","3","Thousands",,,1928,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2012-Q4","Q4-2012","PER","Persons","3","Thousands",,,1932,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2013-Q1","Q1-2013","PER","Persons","3","Thousands",,,1836,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2013-Q2","Q2-2013","PER","Persons","3","Thousands",,,1895,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2013-Q3","Q3-2013","PER","Persons","3","Thousands",,,1939,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2013-Q4","Q4-2013","PER","Persons","3","Thousands",,,1939,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2014-Q1","Q1-2014","PER","Persons","3","Thousands",,,1857,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2014-Q2","Q2-2014","PER","Persons","3","Thousands",,,1915,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2014-Q3","Q3-2014","PER","Persons","3","Thousands",,,1948,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2014-Q4","Q4-2014","PER","Persons","3","Thousands",,,1951,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2015-Q1","Q1-2015","PER","Persons","3","Thousands",,,1865,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2015-Q2","Q2-2015","PER","Persons","3","Thousands",,,1921,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2015-Q3","Q3-2015","PER","Persons","3","Thousands",,,1956,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2015-Q4","Q4-2015","PER","Persons","3","Thousands",,,1962,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2016-Q1","Q1-2016","PER","Persons","3","Thousands",,,1890,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2016-Q2","Q2-2016","PER","Persons","3","Thousands",,,1947,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2016-Q3","Q3-2016","PER","Persons","3","Thousands",,,1987,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2016-Q4","Q4-2016","PER","Persons","3","Thousands",,,2001,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2017-Q1","Q1-2017","PER","Persons","3","Thousands",,,1935,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2017-Q2","Q2-2017","PER","Persons","3","Thousands",,,1989,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2017-Q3","Q3-2017","PER","Persons","3","Thousands",,,2022,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2017-Q4","Q4-2017","PER","Persons","3","Thousands",,,2034,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2018-Q1","Q1-2018","PER","Persons","3","Thousands",,,1982,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2018-Q2","Q2-2018","PER","Persons","3","Thousands",,,2030,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2018-Q3","Q3-2018","PER","Persons","3","Thousands",,,2066,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2018-Q4","Q4-2018","PER","Persons","3","Thousands",,,2083,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2019-Q1","Q1-2019","PER","Persons","3","Thousands",,,2034,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2019-Q2","Q2-2019","PER","Persons","3","Thousands",,,2076,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2019-Q3","Q3-2019","PER","Persons","3","Thousands",,,2104,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2019-Q4","Q4-2019","PER","Persons","3","Thousands",,,2121,,
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2020-Q1","Q1-2020","PER","Persons","3","Thousands",,,2081,"P","Provisional value"
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2020-Q2","Q2-2020","PER","Persons","3","Thousands",,,2107,"P","Provisional value"
"DEU","Germany","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2020-Q3","Q3-2020","PER","Persons","3","Thousands",,,2142,"P","Provisional value"
"USA","United States","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1980-Q1","Q1-1980","USD","US Dollar","6","Millions",,,683564,,
"USA","United States","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1980-Q2","Q2-1980","USD","US Dollar","6","Millions",,,698570,,
"USA","United States","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1980-Q3","Q3-1980","USD","US Dollar","6","Millions",,,707671,,
"USA","United States","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1980-Q4","Q4-1980","USD","US Dollar","6","Millions",,,767505,,
"USA","United States","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1981-Q1","Q1-1981","USD","US Dollar","6","Millions",,,758799,,
"USA","United States","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1981-Q2","Q2-1981","USD","US Dollar","6","Millions",,,791530,,
"USA","United States","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1981-Q3","Q3-1981","USD","US Dollar","6","Millions",,,811659,,
"USA","United States","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1981-Q4","Q4-1981","USD","US Dollar","6","Millions",,,845052,,
"USA","United States","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1982-Q1","Q1-1982","USD","US Dollar","6","Millions",,,803715,,
"USA","United States","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1982-Q2","Q2-1982","USD","US Dollar","6","Millions",,,831458,,
"USA","United States","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1982-Q3","Q3-1982","USD","US Dollar","6","Millions",,,834528,,
"USA","United States","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1982-Q4","Q4-1982","USD","US Dollar","6","Millions",,,874081,,
"USA","United States","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1983-Q1","Q1-1983","USD","US Dollar","6","Millions",,,850380,,
"USA","United States","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1983-Q2","Q2-1983","USD","US Dollar","6","Millions",,,895388,,
