"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2011-Q3","Q3-2011","EUR","Euro","6","Millions",,,682290,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2011-Q4","Q4-2011","EUR","Euro","6","Millions",,,691840,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2012-Q1","Q1-2012","EUR","Euro","6","Millions",,,678510,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2012-Q2","Q2-2012","EUR","Euro","6","Millions",,,672110,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2012-Q3","Q3-2012","EUR","Euro","6","Millions",,,692940,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2012-Q4","Q4-2012","EUR","Euro","6","Millions",,,701750,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2013-Q1","Q1-2013","EUR","Euro","6","Millions",,,682360,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2013-Q2","Q2-2013","EUR","Euro","6","Millions",,,692930,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2013-Q3","Q3-2013","EUR","Euro","6","Millions",,,714670,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2013-Q4","Q4-2013","EUR","Euro","6","Millions",,,721390,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2014-Q1","Q1-2014","EUR","Euro","6","Millions",,,716700,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2014-Q2","Q2-2014","EUR","Euro","6","Millions",,,717360,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2014-Q3","Q3-2014","EUR","Euro","6","Millions",,,740720,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","Millions",,,752650,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","Millions",,,737210,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","Millions",,,741980,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","Millions",,,765670,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","Millions",,,781320,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2016-Q1","Q1-2016","EUR","Euro","6","Millions",,,762950,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2016-Q2","Q2-2016","EUR","Euro","6","Millions",,,779080,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2016-Q3","Q3-2016","EUR","Euro","6","Millions",,,788980,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2016-Q4","Q4-2016","EUR","Euro","6","Millions",,,803730,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2017-Q1","Q1-2017","EUR","Euro","6","Millions",,,796940,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2017-Q2","Q2-2017","EUR","Euro","6","Millions",,,799040,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2017-Q3","Q3-2017","EUR","Euro","6","Millions",,,821890,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2017-Q4","Q4-2017","EUR","Euro","6","Millions",,,841990,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2018-Q1","Q1-2018","EUR","Euro","6","Millions",,,821150,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2018-Q2","Q2-2018","EUR","Euro","6","Millions",,,831070,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2018-Q3","Q3-2018","EUR","Euro","6","Millions",,,839800,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2018-Q4","Q4-2018","EUR","Euro","6","Millions",,,864390,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2019-Q1","Q1-2019","EUR","Euro","6","Millions",,,845820,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2019-Q2","Q2-2019","EUR","Euro","6","Millions",,,846940,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2019-Q3","Q3-2019","EUR","Euro","6","Millions",,,870150,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2019-Q4","Q4-2019","EUR","Euro","6","Millions",,,886140,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2020-Q1","Q1-2020","EUR","Euro","6","Millions",,,851060,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2020-Q2","Q2-2020","EUR","Euro","6","Millions",,,768870,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2020-Q3","Q3-2020","EUR","Euro","6","Millions",,,843120,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2020-Q4","Q4-2020","EUR","Euro","6","Millions",,,867180,"P","Provisional value"
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1980-Q1","Q1-1980","PER","Persons","3","Thousands",,,1541,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1980-Q2","Q2-1980","PER","Persons","3","Thousands",,,1541.1,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1980-Q3","Q3-1980","PER","Persons","3","Thousands",,,1538.9,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1980-Q4","Q4-1980","PER","Persons","3","Thousands",,,1535.3,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1981-Q1","Q1-1981","PER","Persons","3","Thousands",,,1525.6,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1981-Q2","Q2-1981","PER","Persons","3","Thousands",,,1518.2,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1981-Q3","Q3-1981","PER","Persons","3","Thousands",,,1510.9,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1981-Q4","Q4-1981","PER","Persons","3","Thousands",,,1497.3,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1982-Q1","Q1-1982","PER","Persons","3","Thousands",,,1491,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1982-Q2","Q2-1982","PER","Persons","3","Thousands",,,1484.3,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1982-Q3","Q3-1982","PER","Persons","3","Thousands",,,1475.4,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1982-Q4","Q4-1982","PER","Persons","3","Thousands",,,1465.6,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1983-Q1","Q1-1983","PER","Persons","3","Thousands",,,1450.2,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1983-Q2","Q2-1983","PER","Persons","3","Thousands",,,1431.5,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1983-Q3","Q3-1983","PER","Persons","3","Thousands",,,1407.8,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1983-Q4","Q4-1983","PER","Persons","3","Thousands",,,1382.2,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1984-Q1","Q1-1984","PER","Persons","3","Thousands",,,1357.2,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1984-Q2","Q2-1984","PER","Persons","3","Thousands",,,1332.6,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1984-Q3","Q3-1984","PER","Persons","3","Thousands",,,1308.5,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1984-Q4","Q4-1984","PER","Persons","3","Thousands",,,1290.3,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1985-Q1","Q1-1985","PER","Persons","3","Thousands",,,1283.2,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1985-Q2","Q2-1985","PER","Persons","3","Thousands",,,1281.1,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1985-Q3","Q3-1985","PER","Persons","3","Thousands",,,1280.5,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1985-Q4","Q4-1985","PER","Persons","3","Thousands",,,1282.2,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1986-Q1","Q1-1986","PER","Persons","3","Thousands",,,1283.1,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1986-Q2","Q2-1986","PER","Persons","3","Thousands",,,1284.6,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1986-Q3","Q3-1986","PER","Persons","3","Thousands",,,1291,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1986-Q4","Q4-1986","PER","Persons","3","Thousands",,,1298.5,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1987-Q1","Q1-1987","PER","Persons","3","Thousands",,,1300,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1987-Q2","Q2-1987","PER","Persons","3","Thousands",,,1299.3,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1987-Q3","Q3-1987","PER","Persons","3","Thousands",,,1304.8,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1987-Q4","Q4-1987","PER","Persons","3","Thousands",,,1314.8,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1988-Q1","Q1-1988","PER","Persons","3","Thousands",,,1321.1,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1988-Q2","Q2-1988","PER","Persons","3","Thousands",,,1326.8,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1988-Q3","Q3-1988","PER","Persons","3","Thousands",,,1339.2,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1988-Q4","Q4-1988","PER","Persons","3","Thousands",,,1354.6,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1989-Q1","Q1-1989","PER","Persons","3","Thousands",,,1369.5,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1989-Q2","Q2-1989","PER","Persons","3","Thousands",,,1378,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1989-Q3","Q3-1989","PER","Persons","3","Thousands",,,1381,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1989-Q4","Q4-1989","PER","Persons","3","Thousands",,,1395.3,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1990-Q1","Q1-1990","PER","Persons","3","Thousands",,,1404.6,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1990-Q2","Q2-1990","PER","Persons","3","Thousands",,,1406.5,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1990-Q3","Q3-1990","PER","Persons","3","Thousands",,,1409.5,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1990-Q4","Q4-1990","PER","Persons","3","Thousands",,,1405.2,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1991-Q1","Q1-1991","PER","Persons","3","Thousands",,,1403.6,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1991-Q2","Q2-1991","PER","Persons","3","Thousands",,,1406.2,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1991-Q3","Q3-1991","PER","Persons","3","Thousands",,,1404.3,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1991-Q4","Q4-1991","PER","Persons","3","Thousands",,,1385.3,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1992-Q1","Q1-1992","PER","Persons","3","Thousands",,,1361.2,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1992-Q2","Q2-1992","PER","Persons","3","Thousands",,,1347.7,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1992-Q3","Q3-1992","PER","Persons","3","Thousands",,,1335.7,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1992-Q4","Q4-1992","PER","Persons","3","Thousands",,,1312.7,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1993-Q1","Q1-1993","PER","Persons","3","Thousands",,,1288,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1993-Q2","Q2-1993","PER","Persons","3","Thousands",,,1275.9,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1993-Q3","Q3-1993","PER","Persons","3","Thousands",,,1266.8,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1993-Q4","Q4-1993","PER","Persons","3","Thousands",,,1249.3,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1994-Q1","Q1-1994","PER","Persons","3","Thousands",,,1235.1,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1994-Q2","Q2-1994","PER","Persons","3","Thousands",,,1236.2,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1994-Q3","Q3-1994","PER","Persons","3","Thousands",,,1243.8,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1994-Q4","Q4-1994","PER","Persons","3","Thousands",,,1242,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1995-Q1","Q1-1995","PER","Persons","3","Thousands",,,1235.1,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1995-Q2","Q2-1995","PER","Persons","3","Thousands",,,1238.5,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1995-Q3","Q3-1995","PER","Persons","3","Thousands",,,1242.7,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1995-Q4","Q4-1995","PER","Persons","3","Thousands",,,1231.9,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1996-Q1","Q1-1996","PER","Persons","3","Thousands",,,1215.6,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1996-Q2","Q2-1996","PER","Persons","3","Thousands",,,1210.2,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1996-Q3","Q3-1996","PER","Persons","3","Thousands",,,1206.2,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1996-Q4","Q4-1996","PER","Persons","3","Thousands",,,1189.3,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1997-Q1","Q1-1997","PER","Persons","3","Thousands",,,1175.2,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1997-Q2","Q2-1997","PER","Persons","3","Thousands",,,1176.1,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1997-Q3","Q3-1997","PER","Persons","3","Thousands",,,1178.1,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1997-Q4","Q4-1997","PER","Persons","3","Thousands",,,1170.1,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1998-Q1","Q1-1998","PER","Persons","3","Thousands",,,1164,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1998-Q2","Q2-1998","PER","Persons","3","Thousands",,,1170.7,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1998-Q3","Q3-1998","PER","Persons","3","Thousands",,,1177.3,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1998-Q4","Q4-1998","PER","Persons","3","Thousands",,,1176,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1999-Q1","Q1-1999","PER","Persons","3","Thousands",,,1174.4,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1999-Q2","Q2-1999","PER","Persons","3","Thousands",,,1189.4,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1999-Q3","Q3-1999","PER","Persons","3","Thousands",,,1210.6,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","1999-Q4","Q4-1999","PER","Persons","3","Thousands",,,1220.9,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2000-Q1","Q1-2000","PER","Persons","3","Thousands",,,1230,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2000-Q2","Q2-2000","PER","Persons","3","Thousands",,,1250.3,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2000-Q3","Q3-2000","PER","Persons","3","Thousands",,,1271.8,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2000-Q4","Q4-2000","PER","Persons","3","Thousands",,,1278.8,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2001-Q1","Q1-2001","PER","Persons","3","Thousands",,,1280.3,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2001-Q2","Q2-2001","PER","Persons","3","Thousands",,,1292,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2001-Q3","Q3-2001","PER","Persons","3","Thousands",,,1305.5,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2001-Q4","Q4-2001","PER","Persons","3","Thousands",,,1311.7,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2002-Q1","Q1-2002","PER","Persons","3","Thousands",,,1316.3,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2002-Q2","Q2-2002","PER","Persons","3","Thousands",,,1325.3,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2002-Q3","Q3-2002","PER","Persons","3","Thousands",,,1334.8,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2002-Q4","Q4-2002","PER","Persons","3","Thousands",,,1332.8,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2003-Q1","Q1-2003","PER","Persons","3","Thousands",,,1328.1,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2003-Q2","Q2-2003","PER","Persons","3","Thousands",,,1333.7,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2003-Q3","Q3-2003","PER","Persons","3","Thousands",,,1339.1,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2003-Q4","Q4-2003","PER","Persons","3","Thousands",,,1337.4,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2004-Q1","Q1-2004","PER","Persons","3","Thousands",,,1338.9,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2004-Q2","Q2-2004","PER","Persons","3","Thousands",,,1353.9,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2004-Q3","Q3-2004","PER","Persons","3","Thousands",,,1367.3,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2004-Q4","Q4-2004","PER","Persons","3","Thousands",,,1372.8,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2005-Q1","Q1-2005","PER","Persons","3","Thousands",,,1386.2,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2005-Q2","Q2-2005","PER","Persons","3","Thousands",,,1409.4,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2005-Q3","Q3-2005","PER","Persons","3","Thousands",,,1428.8,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2005-Q4","Q4-2005","PER","Persons","3","Thousands",,,1436,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2006-Q1","Q1-2006","PER","Persons","3","Thousands",,,1445.1,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2006-Q2","Q2-2006","PER","Persons","3","Thousands",,,1466.4,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2006-Q3","Q3-2006","PER","Persons","3","Thousands",,,1485.8,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2006-Q4","Q4-2006","PER","Persons","3","Thousands",,,1495.5,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2007-Q1","Q1-2007","PER","Persons","3","Thousands",,,1509.9,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2007-Q2","Q2-2007","PER","Persons","3","Thousands",,,1532.9,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2007-Q3","Q3-2007","PER","Persons","3","Thousands",,,1553.7,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2007-Q4","Q4-2007","PER","Persons","3","Thousands",,,1563.2,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2008-Q1","Q1-2008","PER","Persons","3","Thousands",,,1567.9,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2008-Q2","Q2-2008","PER","Persons","3","Thousands",,,1582.9,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2008-Q3","Q3-2008","PER","Persons","3","Thousands",,,1598.3,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2008-Q4","Q4-2008","PER","Persons","3","Thousands",,,1597.5,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2009-Q1","Q1-2009","PER","Persons","3","Thousands",,,1591.7,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2009-Q2","Q2-2009","PER","Persons","3","Thousands",,,1593,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2009-Q3","Q3-2009","PER","Persons","3","Thousands",,,1588.7,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2009-Q4","Q4-2009","PER","Persons","3","Thousands",,,1569.7,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2010-Q1","Q1-2010","PER","Persons","3","Thousands",,,1552.2,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2010-Q2","Q2-2010","PER","Persons","3","Thousands",,,1550.4,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2010-Q3","Q3-2010","PER","Persons","3","Thousands",,,1549,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2010-Q4","Q4-2010","PER","Persons","3","Thousands",,,1536.9,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2011-Q1","Q1-2011","PER","Persons","3","Thousands",,,1532.5,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2011-Q2","Q2-2011","PER","Persons","3","Thousands",,,1539.8,,
"FRA","France","EEMVF","Construction (ISIC Rev.4)","PER","Persons","Q","Quarterly","2011-Q3","Q3-2011","PER","Persons","3","Thousands",,,1539.3,,
